"health_officer_region","county","group_var_cat","group_var","group_pop","cumulative_infected","cumulative_severe","inf_rate_100k","sev_rate_100k","total_group_var_pop","total_ca_pop","geo_level"
"Greater Sierra Sacramento","Amador","AIAN NH","race_short",4912,60,3,1221,61,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","Asian NH","race_short",4688,53,4,1131,85,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","Black NH","race_short",10880,94,1,864,9,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","Hispanic","race_short",53888,467,15,867,28,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","MR NH","race_short",16400,101,1,616,6,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","NHPI NH","race_short",664,5,0,753,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","White NH","race_short",229544,2751,116,1198,51,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","AIAN NH","race_short",24040,296,9,1231,37,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","Asian NH","race_short",85776,890,18,1038,21,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","Black NH","race_short",29672,344,9,1159,30,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","Hispanic","race_short",380560,3202,67,841,18,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","MR NH","race_short",108552,768,15,707,14,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","NHPI NH","race_short",6664,42,0,630,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","White NH","race_short",1011616,15299,566,1512,56,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","AIAN NH","race_short",2176,51,4,2344,184,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","Asian NH","race_short",1912,58,4,3033,209,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","Black NH","race_short",1512,36,2,2381,132,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","Hispanic","race_short",114600,2592,52,2262,45,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","MR NH","race_short",4000,66,2,1650,50,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","NHPI NH","race_short",664,15,0,2259,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","White NH","race_short",50376,1809,71,3591,141,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","AIAN NH","race_short",10640,176,4,1654,38,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","Asian NH","race_short",72600,732,22,1008,30,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","Black NH","race_short",12680,123,1,970,8,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","Hispanic","race_short",234656,2444,63,1042,27,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","MR NH","race_short",86224,550,12,638,14,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","NHPI NH","race_short",2768,30,1,1084,36,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","White NH","race_short",1078712,14863,603,1378,56,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","AIAN NH","race_short",5512,105,7,1905,127,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","Asian NH","race_short",11096,114,8,1027,72,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","Black NH","race_short",4000,46,3,1150,75,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","Hispanic","race_short",108408,918,26,847,24,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","MR NH","race_short",44416,256,1,576,2,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","NHPI NH","race_short",1072,12,0,1119,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","White NH","race_short",628696,8425,354,1340,56,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","AIAN NH","race_short",15688,227,1,1447,6,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","Asian NH","race_short",293032,2363,65,806,22,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","Black NH","race_short",56080,474,10,845,18,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","Hispanic","race_short",603208,4738,97,785,16,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","MR NH","race_short",193136,995,17,515,9,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","NHPI NH","race_short",8008,73,4,912,50,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","White NH","race_short",2116496,27809,979,1314,46,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","AIAN NH","race_short",2704,47,1,1738,37,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","Asian NH","race_short",1312,19,3,1448,229,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","Black NH","race_short",1032,22,0,2132,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","Hispanic","race_short",26256,199,4,758,15,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","MR NH","race_short",7944,72,0,906,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","NHPI NH","race_short",352,4,0,1136,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","White NH","race_short",112040,2055,87,1834,78,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","AIAN NH","race_short",58320,1734,53,2973,91,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","Asian NH","race_short",2246464,44776,1154,1993,51,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","Black NH","race_short",1135720,30461,740,2682,65,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","Hispanic","race_short",3203952,68404,1285,2135,40,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","MR NH","race_short",787600,13014,213,1652,27,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","NHPI NH","race_short",156224,3044,73,1948,47,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","White NH","race_short",5066368,145855,4805,2879,95,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","AIAN NH","race_short",144,4,0,2778,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","Asian NH","race_short",80,1,0,1250,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","Black NH","race_short",88,0,0,0,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","Hispanic","race_short",3960,44,2,1111,51,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","MR NH","race_short",1464,7,0,478,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","NHPI NH","race_short",8,0,0,0,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","White NH","race_short",19472,348,19,1787,98,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","AIAN NH","race_short",6576,197,4,2996,61,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","Asian NH","race_short",137664,2811,73,2042,53,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","Black NH","race_short",13528,343,11,2535,81,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","Hispanic","race_short",298480,5713,104,1914,35,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","MR NH","race_short",32840,588,13,1790,40,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","NHPI NH","race_short",2528,62,4,2453,158,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","White NH","race_short",293592,9080,310,3093,106,312872560,39109070,"county"
"Greater Sierra Sacramento","Yolo","AIAN NH","race_short",6944,114,6,1642,86,312872560,39109070,"county"
"Greater Sierra Sacramento","Yolo","Asian NH","race_short",260592,3165,50,1215,19,312872560,39109070,"county"
"Greater Sierra Sacramento","Yolo","Black NH","race_short",50544,567,13,1122,26,312872560,39109070,"county"
"Greater Sierra Sacramento","Yolo","Hispanic","race_short",615256,6774,164,1101,27,312872560,39109070,"county"
"Greater Sierra Sacramento","Yolo","MR NH","race_short",89640,773,7,862,8,312872560,39109070,"county"
"Greater Sierra Sacramento","Yolo","NHPI NH","race_short",9208,119,4,1292,43,312872560,39109070,"county"
"Greater Sierra Sacramento","Yolo","White NH","race_short",730864,10958,323,1499,44,312872560,39109070,"county"
"Greater Sierra Sacramento","Yuba","AIAN NH","race_short",7176,244,12,3400,167,312872560,39109070,"county"
"Greater Sierra Sacramento","Yuba","Asian NH","race_short",41456,1057,23,2550,55,312872560,39109070,"county"
"Greater Sierra Sacramento","Yuba","Black NH","race_short",20192,411,18,2035,89,312872560,39109070,"county"
"Greater Sierra Sacramento","Yuba","Hispanic","race_short",254576,3687,61,1448,24,312872560,39109070,"county"
"Greater Sierra Sacramento","Yuba","MR NH","race_short",43280,655,14,1513,32,312872560,39109070,"county"
"Greater Sierra Sacramento","Yuba","NHPI NH","race_short",2776,41,1,1477,36,312872560,39109070,"county"
"Greater Sierra Sacramento","Yuba","White NH","race_short",296920,8321,239,2802,80,312872560,39109070,"county"
"Los Angeles","Los Angeles","AIAN NH","race_short",174472,1745,64,1000,37,312872560,39109070,"county"
"Los Angeles","Los Angeles","Asian NH","race_short",13097448,121970,4176,931,32,312872560,39109070,"county"
"Los Angeles","Los Angeles","Black NH","race_short",6724176,72283,2136,1075,32,312872560,39109070,"county"
"Los Angeles","Los Angeles","Hispanic","race_short",32712880,429165,9482,1312,29,312872560,39109070,"county"
"Los Angeles","Los Angeles","MR NH","race_short",2668176,17181,352,644,13,312872560,39109070,"county"
"Los Angeles","Los Angeles","NHPI NH","race_short",195168,2090,53,1071,27,312872560,39109070,"county"
"Los Angeles","Los Angeles","White NH","race_short",23033344,241722,8846,1049,38,312872560,39109070,"county"
"Rural North","Del Norte","AIAN NH","race_short",16256,169,4,1040,25,312872560,39109070,"county"
"Rural North","Del Norte","Asian NH","race_short",6616,95,4,1436,60,312872560,39109070,"county"
"Rural North","Del Norte","Black NH","race_short",8760,106,1,1210,11,312872560,39109070,"county"
"Rural North","Del Norte","Hispanic","race_short",45376,550,2,1212,4,312872560,39109070,"county"
"Rural North","Del Norte","MR NH","race_short",17056,96,1,563,6,312872560,39109070,"county"
"Rural North","Del Norte","NHPI NH","race_short",192,1,0,521,0,312872560,39109070,"county"
"Rural North","Del Norte","White NH","race_short",116800,1715,69,1468,59,312872560,39109070,"county"
"Rural North","Glenn","AIAN NH","race_short",3944,48,1,1217,25,312872560,39109070,"county"
"Rural North","Glenn","Asian NH","race_short",4952,75,2,1515,40,312872560,39109070,"county"
"Rural North","Glenn","Black NH","race_short",1224,23,1,1879,82,312872560,39109070,"county"
"Rural North","Glenn","Hispanic","race_short",103112,948,20,919,19,312872560,39109070,"county"
"Rural North","Glenn","MR NH","race_short",7656,44,0,575,0,312872560,39109070,"county"
"Rural North","Glenn","NHPI NH","race_short",288,1,0,347,0,312872560,39109070,"county"
"Rural North","Glenn","White NH","race_short",103136,1399,59,1356,57,312872560,39109070,"county"
"Rural North","Humboldt","AIAN NH","race_short",56496,628,13,1112,23,312872560,39109070,"county"
"Rural North","Humboldt","Asian NH","race_short",28064,257,7,916,25,312872560,39109070,"county"
"Rural North","Humboldt","Black NH","race_short",13792,170,2,1233,15,312872560,39109070,"county"
"Rural North","Humboldt","Hispanic","race_short",205832,1409,24,685,12,312872560,39109070,"county"
"Rural North","Humboldt","MR NH","race_short",78264,503,9,643,11,312872560,39109070,"county"
"Rural North","Humboldt","NHPI NH","race_short",3960,19,0,480,0,312872560,39109070,"county"
"Rural North","Humboldt","White NH","race_short",688696,9799,366,1423,53,312872560,39109070,"county"
"Rural North","Lake","AIAN NH","race_short",13144,181,0,1377,0,312872560,39109070,"county"
"Rural North","Lake","Asian NH","race_short",7416,91,3,1227,40,312872560,39109070,"county"
"Rural North","Lake","Black NH","race_short",8712,109,4,1251,46,312872560,39109070,"county"
"Rural North","Lake","Hispanic","race_short",151952,1273,36,838,24,312872560,39109070,"county"
"Rural North","Lake","MR NH","race_short",31344,215,8,686,26,312872560,39109070,"county"
"Rural North","Lake","NHPI NH","race_short",904,9,0,996,0,312872560,39109070,"county"
"Rural North","Lake","White NH","race_short",318096,5045,212,1586,67,312872560,39109070,"county"
"Rural North","Lassen","AIAN NH","race_short",6760,80,3,1183,44,312872560,39109070,"county"
"Rural North","Lassen","Asian NH","race_short",3792,38,1,1002,26,312872560,39109070,"county"
"Rural North","Lassen","Black NH","race_short",19384,271,5,1398,26,312872560,39109070,"county"
"Rural North","Lassen","Hispanic","race_short",67608,525,16,777,24,312872560,39109070,"county"
"Rural North","Lassen","MR NH","race_short",11328,90,4,794,35,312872560,39109070,"county"
"Rural North","Lassen","NHPI NH","race_short",2056,14,0,681,0,312872560,39109070,"county"
"Rural North","Lassen","White NH","race_short",114928,1957,73,1703,64,312872560,39109070,"county"
"Rural North","Mendocino","AIAN NH","race_short",27488,346,18,1259,65,312872560,39109070,"county"
"Rural North","Mendocino","Asian NH","race_short",14424,130,7,901,49,312872560,39109070,"county"
"Rural North","Mendocino","Black NH","race_short",4920,54,1,1098,20,312872560,39109070,"county"
"Rural North","Mendocino","Hispanic","race_short",207800,2026,44,975,21,312872560,39109070,"county"
"Rural North","Mendocino","MR NH","race_short",37576,254,9,676,24,312872560,39109070,"county"
"Rural North","Mendocino","NHPI NH","race_short",1000,15,0,1500,0,312872560,39109070,"county"
"Rural North","Mendocino","White NH","race_short",421320,6263,260,1487,62,312872560,39109070,"county"
"Rural North","Modoc","AIAN NH","race_short",2752,31,1,1126,36,312872560,39109070,"county"
"Rural North","Modoc","Asian NH","race_short",504,9,0,1786,0,312872560,39109070,"county"
"Rural North","Modoc","Black NH","race_short",648,8,0,1235,0,312872560,39109070,"county"
"Rural North","Modoc","Hispanic","race_short",18728,146,3,780,16,312872560,39109070,"county"
"Rural North","Modoc","MR NH","race_short",2832,31,1,1095,35,312872560,39109070,"county"
"Rural North","Modoc","NHPI NH","race_short",96,3,0,3125,0,312872560,39109070,"county"
"Rural North","Modoc","White NH","race_short",42008,783,31,1864,74,312872560,39109070,"county"
"Rural North","Shasta","AIAN NH","race_short",30816,396,13,1285,42,312872560,39109070,"county"
"Rural North","Shasta","Asian NH","race_short",47120,423,15,898,32,312872560,39109070,"county"
"Rural North","Shasta","Black NH","race_short",15048,148,3,984,20,312872560,39109070,"county"
"Rural North","Shasta","Hispanic","race_short",229176,1451,29,633,13,312872560,39109070,"county"
"Rural North","Shasta","MR NH","race_short",94720,557,8,588,8,312872560,39109070,"county"
"Rural North","Shasta","NHPI NH","race_short",2720,24,0,882,0,312872560,39109070,"county"
"Rural North","Shasta","White NH","race_short",1012064,13215,518,1306,51,312872560,39109070,"county"
"Rural North","Siskiyou","AIAN NH","race_short",13024,155,3,1190,23,312872560,39109070,"county"
"Rural North","Siskiyou","Asian NH","race_short",7120,65,5,913,70,312872560,39109070,"county"
"Rural North","Siskiyou","Black NH","race_short",3888,52,1,1337,26,312872560,39109070,"county"
"Rural North","Siskiyou","Hispanic","race_short",61408,527,11,858,18,312872560,39109070,"county"
"Rural North","Siskiyou","MR NH","race_short",23280,206,8,885,34,312872560,39109070,"county"
"Rural North","Siskiyou","NHPI NH","race_short",296,10,0,3378,0,312872560,39109070,"county"
"Rural North","Siskiyou","White NH","race_short",234672,3727,161,1588,69,312872560,39109070,"county"
"Rural North","Tehama","AIAN NH","race_short",9872,252,10,2553,101,312872560,39109070,"county"
"Rural North","Tehama","Asian NH","race_short",7384,118,4,1598,54,312872560,39109070,"county"
"Rural North","Tehama","Black NH","race_short",3224,71,2,2202,62,312872560,39109070,"county"
"Rural North","Tehama","Hispanic","race_short",168728,2970,62,1760,37,312872560,39109070,"county"
"Rural North","Tehama","MR NH","race_short",26128,323,11,1236,42,312872560,39109070,"county"
"Rural North","Tehama","NHPI NH","race_short",824,15,1,1820,121,312872560,39109070,"county"
"Rural North","Tehama","White NH","race_short",301256,8896,317,2953,105,312872560,39109070,"county"
"Rural North","Trinity","AIAN NH","race_short",3272,51,0,1559,0,312872560,39109070,"county"
"Rural North","Trinity","Asian NH","race_short",17752,12,1,68,6,312872560,39109070,"county"
"Rural North","Trinity","Black NH","race_short",576,3,0,521,0,312872560,39109070,"county"
"Rural North","Trinity","Hispanic","race_short",10224,111,2,1086,20,312872560,39109070,"county"
"Rural North","Trinity","MR NH","race_short",8000,58,2,725,25,312872560,39109070,"county"
"Rural North","Trinity","NHPI NH","race_short",224,1,0,446,0,312872560,39109070,"county"
"Rural North","Trinity","White NH","race_short",86912,1007,47,1159,54,312872560,39109070,"county"
"Southern California","Imperial","AIAN NH","race_short",14904,739,11,4958,74,312872560,39109070,"county"
"Southern California","Imperial","Asian NH","race_short",25552,1049,29,4105,113,312872560,39109070,"county"
"Southern California","Imperial","Black NH","race_short",26160,2179,37,8330,141,312872560,39109070,"county"
"Southern California","Imperial","Hispanic","race_short",1231256,63833,1457,5184,118,312872560,39109070,"county"
"Southern California","Imperial","MR NH","race_short",13816,503,20,3641,145,312872560,39109070,"county"
"Southern California","Imperial","NHPI NH","race_short",728,43,0,5907,0,312872560,39109070,"county"
"Southern California","Imperial","White NH","race_short",124696,10277,405,8242,325,312872560,39109070,"county"
"Southern California","Inyo","AIAN NH","race_short",16712,471,16,2818,96,312872560,39109070,"county"
"Southern California","Inyo","Asian NH","race_short",2312,76,3,3287,130,312872560,39109070,"county"
"Southern California","Inyo","Black NH","race_short",728,33,0,4533,0,312872560,39109070,"county"
"Southern California","Inyo","Hispanic","race_short",39584,1028,26,2597,66,312872560,39109070,"county"
"Southern California","Inyo","MR NH","race_short",7504,120,3,1599,40,312872560,39109070,"county"
"Southern California","Inyo","NHPI NH","race_short",120,8,0,6667,0,312872560,39109070,"county"
"Southern California","Inyo","White NH","race_short",82888,3301,159,3982,192,312872560,39109070,"county"
"Southern California","Mono","AIAN NH","race_short",1544,17,0,1101,0,312872560,39109070,"county"
"Southern California","Mono","Asian NH","race_short",1616,15,0,928,0,312872560,39109070,"county"
"Southern California","Mono","Black NH","race_short",664,5,0,753,0,312872560,39109070,"county"
"Southern California","Mono","Hispanic","race_short",29088,346,7,1189,24,312872560,39109070,"county"
"Southern California","Mono","MR NH","race_short",4224,21,1,497,24,312872560,39109070,"county"
"Southern California","Mono","NHPI NH","race_short",224,1,0,446,0,312872560,39109070,"county"
"Southern California","Mono","White NH","race_short",68824,839,33,1219,48,312872560,39109070,"county"
"Southern California","Orange","AIAN NH","race_short",46136,597,15,1294,33,312872560,39109070,"county"
"Southern California","Orange","Asian NH","race_short",5868392,50863,1522,867,26,312872560,39109070,"county"
"Southern California","Orange","Black NH","race_short",418680,4304,89,1028,21,312872560,39109070,"county"
"Southern California","Orange","Hispanic","race_short",7871408,93764,1916,1191,24,312872560,39109070,"county"
"Southern California","Orange","MR NH","race_short",1020416,6712,134,658,13,312872560,39109070,"county"
"Southern California","Orange","NHPI NH","race_short",68920,801,13,1162,19,312872560,39109070,"county"
"Southern California","Orange","White NH","race_short",9844264,120473,4421,1224,45,312872560,39109070,"county"
"Southern California","Riverside","AIAN NH","race_short",97576,1099,27,1126,28,312872560,39109070,"county"
"Southern California","Riverside","Asian NH","race_short",1387904,13512,445,974,32,312872560,39109070,"county"
"Southern California","Riverside","Black NH","race_short",1195808,13129,332,1098,28,312872560,39109070,"county"
"Southern California","Riverside","Hispanic","race_short",9747624,97748,2050,1003,21,312872560,39109070,"county"
"Southern California","Riverside","MR NH","race_short",671480,4669,97,695,14,312872560,39109070,"county"
"Southern California","Riverside","NHPI NH","race_short",59376,588,14,990,24,312872560,39109070,"county"
"Southern California","Riverside","White NH","race_short",6290264,85864,3426,1365,54,312872560,39109070,"county"
"Southern California","San Bernardino","AIAN NH","race_short",66848,2044,73,3058,109,312872560,39109070,"county"
"Southern California","San Bernardino","Asian NH","race_short",1444208,30740,883,2129,61,312872560,39109070,"county"
"Southern California","San Bernardino","Black NH","race_short",1377904,41066,965,2980,70,312872560,39109070,"county"
"Southern California","San Bernardino","Hispanic","race_short",9493656,244773,4729,2578,50,312872560,39109070,"county"
"Southern California","San Bernardino","MR NH","race_short",528536,10315,201,1952,38,312872560,39109070,"county"
"Southern California","San Bernardino","NHPI NH","race_short",52936,1429,26,2699,49,312872560,39109070,"county"
"Southern California","San Bernardino","White NH","race_short",4400656,157490,5167,3579,117,312872560,39109070,"county"
"Southern California","San Diego","AIAN NH","race_short",102416,1387,39,1354,38,312872560,39109070,"county"
"Southern California","San Diego","Asian NH","race_short",3190112,31346,904,983,28,312872560,39109070,"county"
"Southern California","San Diego","Black NH","race_short",1159200,13725,323,1184,28,312872560,39109070,"county"
"Southern California","San Diego","Hispanic","race_short",9383248,93549,2008,997,21,312872560,39109070,"county"
"Southern California","San Diego","MR NH","race_short",1280296,8908,172,696,13,312872560,39109070,"county"
"Southern California","San Diego","NHPI NH","race_short",105904,1295,36,1223,34,312872560,39109070,"county"
"Southern California","San Diego","White NH","race_short",11161704,137046,4766,1228,43,312872560,39109070,"county"
"Southern California","San Luis Obispo","AIAN NH","race_short",8960,189,2,2109,22,312872560,39109070,"county"
"Southern California","San Luis Obispo","Asian NH","race_short",85048,1147,29,1349,34,312872560,39109070,"county"
"Southern California","San Luis Obispo","Black NH","race_short",36192,641,7,1771,19,312872560,39109070,"county"
"Southern California","San Luis Obispo","Hispanic","race_short",589120,7409,190,1258,32,312872560,39109070,"county"
"Southern California","San Luis Obispo","MR NH","race_short",103136,774,22,750,21,312872560,39109070,"county"
"Southern California","San Luis Obispo","NHPI NH","race_short",2960,35,1,1182,34,312872560,39109070,"county"
"Southern California","San Luis Obispo","White NH","race_short",1416592,25099,999,1772,71,312872560,39109070,"county"
"Southern California","Santa Barbara","AIAN NH","race_short",13456,175,6,1301,45,312872560,39109070,"county"
"Southern California","Santa Barbara","Asian NH","race_short",219848,1937,52,881,24,312872560,39109070,"county"
"Southern California","Santa Barbara","Black NH","race_short",54760,715,16,1306,29,312872560,39109070,"county"
"Southern California","Santa Barbara","Hispanic","race_short",1683528,17513,373,1040,22,312872560,39109070,"county"
"Southern California","Santa Barbara","MR NH","race_short",126632,864,14,682,11,312872560,39109070,"county"
"Southern California","Santa Barbara","NHPI NH","race_short",4296,74,3,1723,70,312872560,39109070,"county"
"Southern California","Santa Barbara","White NH","race_short",1438392,18872,689,1312,48,312872560,39109070,"county"
"Southern California","Ventura","AIAN NH","race_short",16392,219,3,1336,18,312872560,39109070,"county"
"Southern California","Ventura","Asian NH","race_short",524016,5050,176,964,34,312872560,39109070,"county"
"Southern California","Ventura","Black NH","race_short",124480,1186,44,953,35,312872560,39109070,"county"
"Southern California","Ventura","Hispanic","race_short",2817208,30740,633,1091,22,312872560,39109070,"county"
"Southern California","Ventura","MR NH","race_short",257480,1637,41,636,16,312872560,39109070,"county"
"Southern California","Ventura","NHPI NH","race_short",12296,111,2,903,16,312872560,39109070,"county"
"Southern California","Ventura","White NH","race_short",2855624,35437,1348,1241,47,312872560,39109070,"county"
"statewide","statewide","FEMALE","sex",19931397,2294166,67371,11510,338,39109070,39109070,"statewide"
"statewide","statewide","MALE","sex",19177673,2255417,59555,11761,311,39109070,39109070,"statewide"
"statewide","statewide","0-17","age_cat",8694111,353210,363,4063,4,39109070,39109070,"statewide"
"statewide","statewide","18-49","age_cat",17106505,2467284,29325,14423,171,39109070,39109070,"statewide"
"statewide","statewide","50-64","age_cat",7086797,540481,2822,7627,40,39109070,39109070,"statewide"
"statewide","statewide","65+","age_cat",6221657,1188608,94416,19104,1518,39109070,39109070,"statewide"
"statewide","statewide","AIAN NH","race_short",158672,22195,671,13988,423,39109070,39109070,"statewide"
"statewide","statewide","Asian NH","race_short",6295420,546770,16568,8685,263,39109070,39109070,"statewide"
"statewide","statewide","Black NH","race_short",2211518,271836,7118,12292,322,39109070,39109070,"statewide"
"statewide","statewide","Hispanic","race_short",14829946,1796696,36484,12115,246,39109070,39109070,"statewide"
"statewide","statewide","MR NH","race_short",1611503,116391,2227,7223,138,39109070,39109070,"statewide"
"statewide","statewide","NHPI NH","race_short",153729,16921,410,11007,267,39109070,39109070,"statewide"
"statewide","statewide","White NH","race_short",13848282,1778774,63448,12845,458,39109070,39109070,"statewide"
"Bay Area",NA,"Overall","All",8391874,821660,24577,9791.13842748354,292.86664694918,39109070,39109070,"region"
"Central California",NA,"Overall","All",4432134,804517,19897,18151.9105694909,448.925957563557,39109070,39109070,"region"
"Greater Sierra Sacramento",NA,"Overall","All",2973210,460390,13134,15484.6109087485,441.744780893378,39109070,39109070,"region"
"Los Angeles",NA,"Overall","All",9825708,886156,25109,9018.74959036031,255.543926198499,39109070,39109070,"region"
"Rural North",NA,"Overall","All",683715,72896,2559,10661.7523383281,374.278756499419,39109070,39109070,"region"
"Southern California",NA,"Overall","All",12802429,1503964,41650,11747.4894803166,325.328888760094,39109070,39109070,"region"
"Bay Area","Alameda","Overall","All",1656037,149041,4141,8999.85930266051,250.054799500253,39109070,39109070,"county"
"Bay Area","Contra Costa","Overall","All",1146536,103042,3195,8987.24505815779,278.665475833293,39109070,39109070,"county"
"Bay Area","Marin","Overall","All",254744,24318,926,9546.0540778193,363.502182583299,39109070,39109070,"county"
"Bay Area","Monterey","Overall","All",436476,44136,1307,10111.8961867319,299.443726573741,39109070,39109070,"county"
"Bay Area","Napa","Overall","All",134484,12673,402,9423.42583504357,298.920317658606,39109070,39109070,"county"
"Bay Area","San Benito","Overall","All",65082,5291,160,8129.74401524231,245.843704864632,39109070,39109070,"county"
"Bay Area","San Francisco","Overall","All",848019,85116,2379,10037.0392644504,280.536167232102,39109070,39109070,"county"
"Bay Area","San Mateo","Overall","All",749075,67986,2152,9075.9937255949,287.287654774221,39109070,39109070,"county"
"Bay Area","Santa Clara","Overall","All",1911749,173074,4983,9053.17591378366,260.651372120503,39109070,39109070,"county"
"Bay Area","Santa Cruz","Overall","All",263101,26333,841,10008.7038817792,319.649108137179,39109070,39109070,"county"
"Bay Area","Solano","Overall","All",446745,84328,2477,18876.092625547,554.455002294374,39109070,39109070,"county"
"Bay Area","Sonoma","Overall","All",479826,46322,1614,9653.91621129326,336.371934826375,39109070,39109070,"county"
"Central California","Calaveras","Overall","All",44605,4676,200,10483.1296939805,448.380226432014,39109070,39109070,"county"
"Central California","Fresno","Overall","All",1012424,85959,2217,8490.4150830087,218.979399935205,39109070,39109070,"county"
"Central California","Kern","Overall","All",903372,218554,5028,24193.1341684267,556.58134190566,39109070,39109070,"county"
"Central California","Kings","Overall","All",152405,34815,803,22843.7387224829,526.885600866113,39109070,39109070,"county"
"Central California","Madera","Overall","All",158457,16943,448,10692.4907072581,282.726544109758,39109070,39109070,"county"
"Central California","Mariposa","Overall","All",16860,1900,77,11269.2763938316,456.702253855279,39109070,39109070,"county"
"Central California","Merced","Overall","All",285600,64591,1536,22615.8963585434,537.81512605042,39109070,39109070,"county"
"Central California","San Joaquin","Overall","All",784528,150261,3835,19153.0448881366,488.828951930333,39109070,39109070,"county"
"Central California","Stanislaus","Overall","All",545704,108872,2882,19950.7425270843,528.125137437145,39109070,39109070,"county"
"Central California","Tulare","Overall","All",474792,112499,2664,23694.3756423866,561.087802658849,39109070,39109070,"county"
"Central California","Tuolumne","Overall","All",53387,5447,207,10202.8583737614,387.734841815423,39109070,39109070,"county"
"Greater Sierra Sacramento","Alpine","Overall","All",1165,128,4,10987.1244635193,343.347639484979,39109070,39109070,"county"
"Greater Sierra Sacramento","Amador","Overall","All",40122,3531,140,8800.65799312098,348.935745974777,39109070,39109070,"county"
"Greater Sierra Sacramento","Butte","Overall","All",205860,20841,684,10123.8705916642,332.264645875838,39109070,39109070,"county"
"Greater Sierra Sacramento","Colusa","Overall","All",21905,4627,135,21123.0312713992,616.297648938598,39109070,39109070,"county"
